2025-07-02 13:48:12,687 - 
|   FRR |   SIZE |   PDI |   P(FRR) |   P(TFR|FRR) |   P(SIZE|TFR) |   p. fattorizzata |   p. empirica |
|-------|--------|-------|----------|--------------|---------------|-------------------|---------------|
|     0 |      0 |     0 |   0.1778 |     0.164465 |     0.0199892 |       0.000608521 |    0.0037037  |
|     0 |      1 |     0 |   0.1778 |     0.164465 |     0.520259  |       0.015838    |    0.0666667  |
|     0 |      2 |     0 |   0.1778 |     0.164465 |     0.219881  |       0.00669373  |    0.0333333  |
|     0 |      3 |     0 |   0.1778 |     0.164465 |     0.23987   |       0.00730226  |    0.037037   |
|     0 |      0 |     1 |   0.4    |     0.129866 |     0.0208099 |       0.000480503 |    0.0296296  |
|     0 |      1 |     1 |   0.4    |     0.129866 |     0.54162   |       0.0125061   |    0.0407407  |
|     0 |      2 |     1 |   0.4    |     0.129866 |     0.228909  |       0.00528553  |    0.0111111  |
|     0 |      3 |     1 |   0.4    |     0.129866 |     0.249719  |       0.00576603  |    0.0296296  |
|     0 |      0 |     2 |   0.0963 |     0.454588 |     0.00925   |       0.00168198  |    0.181481   |
|     0 |      1 |     2 |   0.0963 |     0.454588 |     0.24075   |       0.0437768   |    0.0740741  |
|     0 |      2 |     2 |   0.0963 |     0.454588 |     0.10175   |       0.0185017   |    0.111111   |
|     0 |      3 |     2 |   0.0963 |     0.454588 |     0.111     |       0.0201837   |    0.0222222  |
|     0 |      0 |     3 |   0.1408 |     0.086616 |     0.0384216 |       0.000320479 |    0.0407407  |
|     0 |      1 |     3 |   0.1408 |     0.086616 |     1         |       0.00834112  |    0.0111111  |
|     0 |      2 |     3 |   0.1408 |     0.086616 |     0.422638  |       0.00352527  |    0.0111111  |
|     0 |      3 |     3 |   0.1408 |     0.086616 |     0.461059  |       0.00384575  |    0.0111111  |
|     1 |      0 |     0 |   0.1778 |     0        |     0.320367  |       0           |    0          |
|     1 |      1 |     0 |   0.1778 |     0        |     0.340357  |       0           |    0          |
|     1 |      2 |     0 |   0.1778 |     0        |     0.0599676 |       0           |    0          |
|     1 |      3 |     0 |   0.1778 |     0        |     0.23987   |       0           |    0          |
|     1 |      0 |     1 |   0.4    |     0.5      |     0.333521  |       0.02965     |    0.0111111  |
|     1 |      1 |     1 |   0.4    |     0.5      |     0.354331  |       0.0315      |    0.0111111  |
|     1 |      2 |     1 |   0.4    |     0.5      |     0.0624297 |       0.00555     |    0          |
|     1 |      3 |     1 |   0.4    |     0.5      |     0.249719  |       0.0222      |    0          |
|     1 |      0 |     2 |   0.0963 |     0        |     0.14825   |       0           |    0          |
|     1 |      1 |     2 |   0.0963 |     0        |     0.1575    |       0           |    0          |
|     1 |      2 |     2 |   0.0963 |     0        |     0.02775   |       0           |    0          |
|     1 |      3 |     2 |   0.0963 |     0        |     0.111     |       0           |    0          |
|     1 |      0 |     3 |   0.1408 |     0.5      |     0.615784  |       0.02965     |    0.0222222  |
|     1 |      1 |     3 |   0.1408 |     0.5      |     0.654206  |       0.0315      |    0          |
|     1 |      2 |     3 |   0.1408 |     0.5      |     0.115265  |       0.00555     |    0          |
|     1 |      3 |     3 |   0.1408 |     0.5      |     0.461059  |       0.0222      |    0          |
|     2 |      0 |     0 |   0.1778 |     0.444444 |     1.04052   |       0.0856      |    0          |
|     2 |      1 |     0 |   0.1778 |     0.444444 |     0.400324  |       0.0329333   |    0.0296296  |
|     2 |      2 |     0 |   0.1778 |     0.444444 |     0.600216  |       0.0493778   |    0.00740741 |
|     2 |      3 |     0 |   0.1778 |     0.444444 |     0.119935  |       0.00986667  |    0.00740741 |
|     2 |      0 |     1 |   0.4    |     0.444444 |     1.08324   |       0.0856      |    0.0185185  |
|     2 |      1 |     1 |   0.4    |     0.444444 |     0.41676   |       0.0329333   |    0.0111111  |
|     2 |      2 |     1 |   0.4    |     0.444444 |     0.624859  |       0.0493778   |    0          |
|     2 |      3 |     1 |   0.4    |     0.444444 |     0.124859  |       0.00986667  |    0.0148148  |
|     2 |      0 |     2 |   0.0963 |     0.111111 |     0.4815    |       0.0214      |    0.0111111  |
|     2 |      1 |     2 |   0.0963 |     0.111111 |     0.18525   |       0.00823333  |    0          |
|     2 |      2 |     2 |   0.0963 |     0.111111 |     0.27775   |       0.0123444   |    0          |
|     2 |      3 |     2 |   0.0963 |     0.111111 |     0.0555    |       0.00246667  |    0          |
|     2 |      0 |     3 |   0.1408 |     0        |     2         |       0           |    0          |
|     2 |      1 |     3 |   0.1408 |     0        |     0.76947   |       0           |    0          |
