ML,CHOL,CHIP,PDI,P_PDI
1,5.0,0,0.064,0.03571428571428571
1,5.0,0,0.065,0.03571428571428571
1,5.0,0,0.067,0.03571428571428571
1,5.0,0,0.07,0.03571428571428571
1,5.0,0,0.074,0.03571428571428571
1,5.0,0,0.082,0.03571428571428571
1,5.0,0,0.086,0.03571428571428571
1,5.0,0,0.087,0.03571428571428571
1,5.0,0,0.091,0.03571428571428571
1,5.0,0,0.099,0.03571428571428571
1,5.0,0,0.101,0.03571428571428571
1,5.0,0,0.114,0.03571428571428571
1,5.0,0,0.118,0.03571428571428571
1,5.0,0,0.132,0.03571428571428571
1,5.0,0,0.141,0.03571428571428571
1,5.0,0,0.143,0.03571428571428571
1,5.0,0,0.16,0.03571428571428571
1,5.0,0,0.162,0.03571428571428571
1,5.0,0,0.179,0.03571428571428571
1,5.0,0,0.213,0.03571428571428571
1,5.0,0,0.269,0.03571428571428571
1,5.0,0,0.271,0.03571428571428571
1,5.0,1,0.051,0.2
1,5.0,1,0.072,0.2
1,5.0,1,0.1,0.2
1,5.0,1,0.119,0.2
1,5.0,1,0.558,0.2
1,7.973017787506802,0,0.03,0.08333333333333333
1,7.973017787506802,0,0.04,0.08333333333333333
1,7.973017787506802,0,0.051,0.16666666666666666
1,7.973017787506802,0,0.052,0.08333333333333333
1,7.973017787506802,0,0.059,0.16666666666666666
1,7.973017787506802,0,0.061,0.08333333333333333
1,7.973017787506802,0,0.066,0.08333333333333333
1,7.973017787506802,0,0.071,0.08333333333333333
1,7.973017787506802,0,0.08,0.08333333333333333
1,7.973017787506802,0,0.083,0.08333333333333333
1,8.0,0,0.029,0.25
1,8.0,0,0.045,0.25
1,8.0,0,0.054,0.25
1,8.0,0,0.066,0.25
1,10.0,0,0.043,0.16666666666666666
1,10.0,0,0.063,0.16666666666666666
1,10.0,0,0.066,0.16666666666666666
1,10.0,0,0.08,0.16666666666666666
1,10.0,0,0.089,0.16666666666666666
1,10.0,0,0.09,0.16666666666666666
1,10.0,1,0.067,1.0
1,10.121,0,0.027,0.023809523809523808
1,10.121,0,0.044,0.023809523809523808
1,10.121,0,0.046,0.023809523809523808
1,10.121,0,0.047,0.023809523809523808
1,10.121,0,0.05,0.047619047619047616
1,10.121,0,0.054,0.023809523809523808
1,10.121,0,0.055,0.023809523809523808
1,10.121,0,0.056,0.023809523809523808
1,10.121,0,0.058,0.023809523809523808
1,10.121,0,0.059,0.023809523809523808
1,10.121,0,0.061,0.023809523809523808
1,10.121,0,0.062,0.023809523809523808
1,10.121,0,0.064,0.023809523809523808
1,10.121,0,0.065,0.047619047619047616
1,10.121,0,0.07,0.023809523809523808
1,10.121,0,0.071,0.047619047619047616
1,10.121,0,0.08,0.023809523809523808
1,10.121,0,0.081,0.023809523809523808
1,10.121,0,0.082,0.023809523809523808
1,10.121,0,0.085,0.023809523809523808
1,10.121,0,0.087,0.023809523809523808
1,10.121,0,0.088,0.023809523809523808
1,10.121,0,0.091,0.023809523809523808
1,10.121,0,0.095,0.023809523809523808
1,10.121,0,0.103,0.023809523809523808
1,10.121,0,0.111,0.023809523809523808
1,10.121,0,0.119,0.023809523809523808
1,10.121,0,0.121,0.023809523809523808
1,10.121,0,0.132,0.023809523809523808
1,10.121,0,0.16,0.023809523809523808
1,10.121,0,0.195,0.023809523809523808
1,10.121,0,0.244,0.023809523809523808
1,10.121,0,0.252,0.023809523809523808
1,10.121,0,0.26,0.023809523809523808
1,10.121,0,0.263,0.023809523809523808
1,10.121,0,0.271,0.023809523809523808
1,10.121,0,0.274,0.023809523809523808
1,10.121,0,0.322,0.023809523809523808
1,10.121,0,0.349,0.023809523809523808
1,20.0,0,0.106,0.2
1,20.0,0,0.128,0.2
1,20.0,0,0.145,0.2
1,20.0,0,0.186,0.2
1,20.0,0,0.236,0.2
1,20.0,1,0.316,1.0
